P0CC89	NU2C2_LOTJA	reviewed	NAD(P)H-quinone oxidoreductase subunit 2 B, chloroplastic (EC 1.6.5.-) (NAD(P)H dehydrogenase, subunit 2 B) (NADH-plastoquinone oxidoreductase subunit 2 B)	ndhB2	Lotus japonicus (Lotus corniculatus var. japonicus)	510
Q9BBP3	NU4C_LOTJA	reviewed	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 1.6.5.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	ndhD	Lotus japonicus (Lotus corniculatus var. japonicus)	497
Q9BBP1	NU6C_LOTJA	reviewed	NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic (EC 1.6.5.-) (NAD(P)H dehydrogenase subunit 6) (NADH-plastoquinone oxidoreductase subunit 6)	ndhG	Lotus japonicus (Lotus corniculatus var. japonicus)	176
P0CC88	NU2C1_LOTJA	reviewed	NAD(P)H-quinone oxidoreductase subunit 2 A, chloroplastic (EC 1.6.5.-) (NAD(P)H dehydrogenase, subunit 2 A) (NADH-plastoquinone oxidoreductase subunit 2 A)	ndhB1	Lotus japonicus (Lotus corniculatus var. japonicus)	510
Q9BBP6	NU5C_LOTJA	reviewed	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 1.6.5.-) (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	ndhF	Lotus japonicus (Lotus corniculatus var. japonicus)	747
Q9BBN9	NU1C_LOTJA	reviewed	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (EC 1.6.5.-) (NAD(P)H dehydrogenase subunit 1) (NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	ndhA	Lotus japonicus (Lotus corniculatus var. japonicus)	363
Q9BBT8	NU3C_LOTJA	reviewed	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 1.6.5.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	ndhC	Lotus japonicus (Lotus corniculatus var. japonicus)	120
Q9BBP2	NU4LC_LOTJA	reviewed	NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic (EC 1.6.5.-) (NAD(P)H dehydrogenase subunit 4L) (NADH-plastoquinone oxidoreductase subunit 4L)	ndhE	Lotus japonicus (Lotus corniculatus var. japonicus)	101
O24035	PANC_LOTJA	reviewed	Pantoate--beta-alanine ligase (EC 6.3.2.1) (Pantoate-activating enzyme) (Pantothenate synthetase)	PANC	Lotus japonicus (Lotus corniculatus var. japonicus)	308
Q2QKL5	PCS3_LOTJA	reviewed	Glutathione gamma-glutamylcysteinyltransferase 3 (EC 2.3.2.15) (LjPCS3-7N) (Phytochelatin synthase 3)	PCS3	Lotus japonicus (Lotus corniculatus var. japonicus)	479
Q2TSC7	PCS1_LOTJA	reviewed	Glutathione gamma-glutamylcysteinyltransferase 1 (EC 2.3.2.15) (LjPCS1-8R) (Phytochelatin synthase 1)	PCS1	Lotus japonicus (Lotus corniculatus var. japonicus)	501
P69456	PETG_LOTJA	reviewed	Cytochrome b6-f complex subunit 5 (Cytochrome b6-f complex subunit PetG) (Cytochrome b6-f complex subunit V)	petG	Lotus japonicus (Lotus corniculatus var. japonicus)	37
Q2TE74	PCS2_LOTJA	reviewed	Glutathione gamma-glutamylcysteinyltransferase 2 (EC 2.3.2.15) (LjPCS2-7R) (Phytochelatin synthase 2)	PCS2	Lotus japonicus (Lotus corniculatus var. japonicus)	482
Q9BBR4	PETL_LOTJA	reviewed	Cytochrome b6-f complex subunit 6 (Cytochrome b6-f complex subunit PetL) (Cytochrome b6-f complex subunit VI)	petL	Lotus japonicus (Lotus corniculatus var. japonicus)	31
Q9BBQ5	PETD_LOTJA	reviewed	Cytochrome b6-f complex subunit 4 (17 kDa polypeptide)	petD	Lotus japonicus (Lotus corniculatus var. japonicus)	160
P61040	PETN_LOTJA	reviewed	Cytochrome b6-f complex subunit 8 (Cytochrome b6-f complex subunit PetN) (Cytochrome b6-f complex subunit VIII)	petN ycf6	Lotus japonicus (Lotus corniculatus var. japonicus)	29
Q5H8A5	POLLU_LOTJA	reviewed	Ion channel POLLUX	POLLUX	Lotus japonicus (Lotus corniculatus var. japonicus)	917
Q9BBR3	PSAJ_LOTJA	reviewed	Photosystem I reaction center subunit IX (PSI-J)	psaJ	Lotus japonicus (Lotus corniculatus var. japonicus)	44
P58385	PSAB_LOTJA	reviewed	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PSI-B) (PsaB)	psaB	Lotus japonicus (Lotus corniculatus var. japonicus)	734
Q9BBU3	PSBA_LOTJA	reviewed	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	Lotus japonicus (Lotus corniculatus var. japonicus)	353
Q9BBQ8	PSBB_LOTJA	reviewed	Photosystem II CP47 reaction center protein (PSII 47 kDa protein) (Protein CP-47)	psbB	Lotus japonicus (Lotus corniculatus var. japonicus)	508
Q9BBT1	PSBC_LOTJA	reviewed	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC	Lotus japonicus (Lotus corniculatus var. japonicus)	461
Q9BBQ7	PSBH_LOTJA	reviewed	Photosystem II reaction center protein H (PSII-H) (Photosystem II 10 kDa phosphoprotein)	psbH	Lotus japonicus (Lotus corniculatus var. japonicus)	73
P69670	PSBT_LOTJA	reviewed	Photosystem II reaction center protein T (PSII-T)	psbT ycf8	Lotus japonicus (Lotus corniculatus var. japonicus)	33
P58310	PSAA_LOTJA	reviewed	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	Lotus japonicus (Lotus corniculatus var. japonicus)	750
P62092	PSAC_LOTJA	reviewed	Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC)	psaC	Lotus japonicus (Lotus corniculatus var. japonicus)	81
Q9BBT0	PSBD_LOTJA	reviewed	Photosystem II D2 protein (PSII D2 protein) (EC 1.10.3.9) (Photosystem Q(A) protein)	psbD	Lotus japonicus (Lotus corniculatus var. japonicus)	353
P62105	PSBI_LOTJA	reviewed	Photosystem II reaction center protein I (PSII-I) (PSII 4.8 kDa protein)	psbI	Lotus japonicus (Lotus corniculatus var. japonicus)	36
P69528	PSBM_LOTJA	reviewed	Photosystem II reaction center protein M (PSII-M)	psbM	Lotus japonicus (Lotus corniculatus var. japonicus)	34
Q9BBT2	PSBZ_LOTJA	reviewed	Photosystem II reaction center protein Z (PSII-Z)	psbZ ycf9	Lotus japonicus (Lotus corniculatus var. japonicus)	62
Q9BBS0	PSAI_LOTJA	reviewed	Photosystem I reaction center subunit VIII (PSI-I)	psaI	Lotus japonicus (Lotus corniculatus var. japonicus)	34
Q9BBR5	PSBE_LOTJA	reviewed	Cytochrome b559 subunit alpha (PSII reaction center subunit V)	psbE	Lotus japonicus (Lotus corniculatus var. japonicus)	83
Q9BBR7	PSBJ_LOTJA	reviewed	Photosystem II reaction center protein J (PSII-J)	psbJ	Lotus japonicus (Lotus corniculatus var. japonicus)	40
Q9BBS2	PSBK_LOTJA	reviewed	Photosystem II reaction center protein K (PSII-K)	psbK	Lotus japonicus (Lotus corniculatus var. japonicus)	61
Q9BBR6	PSBF_LOTJA	reviewed	Cytochrome b559 subunit beta (PSII reaction center subunit VI)	psbF	Lotus japonicus (Lotus corniculatus var. japonicus)	39
P60135	PSBL_LOTJA	reviewed	Photosystem II reaction center protein L (PSII-L)	psbL	Lotus japonicus (Lotus corniculatus var. japonicus)	38
P68859	PSBN_LOTJA	reviewed	Protein PsbN	psbN	Lotus japonicus (Lotus corniculatus var. japonicus)	43
P54765	RAN1A_LOTJA	reviewed	GTP-binding nuclear protein Ran1A (Fragment)	RAN1A	Lotus japonicus (Lotus corniculatus var. japonicus)	209
Q40191	RB11A_LOTJA	reviewed	Ras-related protein Rab11A	RAB11A	Lotus japonicus (Lotus corniculatus var. japonicus)	226
O04369	RAC1_LOTJA	reviewed	Rac-like GTP-binding protein RAC1	RAC1	Lotus japonicus (Lotus corniculatus var. japonicus)	197
Q9BBU1	RBL_LOTJA	reviewed	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Lotus japonicus (Lotus corniculatus var. japonicus)	475
Q40220	RAC2_LOTJA	reviewed	Rac-like GTP-binding protein RAC2	RAC2	Lotus japonicus (Lotus corniculatus var. japonicus)	196
P54766	RAN1B_LOTJA	reviewed	GTP-binding nuclear protein Ran1B (Fragment)	RAN1B	Lotus japonicus (Lotus corniculatus var. japonicus)	209
Q40194	RB11D_LOTJA	reviewed	Ras-related protein Rab11D	RAB11D	Lotus japonicus (Lotus corniculatus var. japonicus)	218
Q40193	RB11C_LOTJA	reviewed	Ras-related protein Rab11C	RAB11C	Lotus japonicus (Lotus corniculatus var. japonicus)	216
Q40195	RB11E_LOTJA	reviewed	Ras-related protein Rab11E	RAB11E	Lotus japonicus (Lotus corniculatus var. japonicus)	218
Q9BBP9	RK16_LOTJA	reviewed	50S ribosomal protein L16, chloroplastic	rpl16	Lotus japonicus (Lotus corniculatus var. japonicus)	135
Q9BBQ2	RK36_LOTJA	reviewed	50S ribosomal protein L36, chloroplastic	rpl36	Lotus japonicus (Lotus corniculatus var. japonicus)	37
Q9BBR2	RK33_LOTJA	reviewed	50S ribosomal protein L33, chloroplastic	rpl33	Lotus japonicus (Lotus corniculatus var. japonicus)	66
Q9B1H9	RK2_LOTJA	reviewed	50S ribosomal protein L2, chloroplastic	rpl2-A; rpl2-B	Lotus japonicus (Lotus corniculatus var. japonicus)	274
Q9BBP5	RK32_LOTJA	reviewed	50S ribosomal protein L32, chloroplastic	rpl32	Lotus japonicus (Lotus corniculatus var. japonicus)	50
Q9BBR0	RK20_LOTJA	reviewed	50S ribosomal protein L20, chloroplastic	rpl20	Lotus japonicus (Lotus corniculatus var. japonicus)	121
Q9B1K8	RK23_LOTJA	reviewed	50S ribosomal protein L23, chloroplastic	rpl23-A; rpl23-B	Lotus japonicus (Lotus corniculatus var. japonicus)	93
Q9BBQ0	RK14_LOTJA	reviewed	50S ribosomal protein L14, chloroplastic	rpl14	Lotus japonicus (Lotus corniculatus var. japonicus)	122
Q9BBS9	RPOB_LOTJA	reviewed	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta) (RNA polymerase subunit beta)	rpoB	Lotus japonicus (Lotus corniculatus var. japonicus)	1070
Q9BBS8	RPOC1_LOTJA	reviewed	DNA-directed RNA polymerase subunit beta' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta') (RNA polymerase subunit beta')	rpoC1	Lotus japonicus (Lotus corniculatus var. japonicus)	682
Q9BBP8	RR3_LOTJA	reviewed	30S ribosomal protein S3, chloroplastic	rps3	Lotus japonicus (Lotus corniculatus var. japonicus)	218
Q9B1A1	RR7_LOTJA	reviewed	30S ribosomal protein S7, chloroplastic	rps7-A; rps7-B	Lotus japonicus (Lotus corniculatus var. japonicus)	155
Q9BBQ3	RR11_LOTJA	reviewed	30S ribosomal protein S11, chloroplastic	rps11	Lotus japonicus (Lotus corniculatus var. japonicus)	138
Q9B133	RR12_LOTJA	reviewed	30S ribosomal protein S12, chloroplastic	rps12-A; rps12-B	Lotus japonicus (Lotus corniculatus var. japonicus)	123
Q9BBS7	RPOC2_LOTJA	reviewed	DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta'')	rpoC2	Lotus japonicus (Lotus corniculatus var. japonicus)	1332
Q9BBP7	RR19_LOTJA	reviewed	30S ribosomal protein S19, chloroplastic	rps19	Lotus japonicus (Lotus corniculatus var. japonicus)	92
Q9BBT3	RR14_LOTJA	reviewed	30S ribosomal protein S14, chloroplastic	rps14	Lotus japonicus (Lotus corniculatus var. japonicus)	100
P58125	RR16_LOTJA	reviewed	30S ribosomal protein S16, chloroplastic	rps16	Lotus japonicus (Lotus corniculatus var. japonicus)	80
Q9BBT5	RR4_LOTJA	reviewed	30S ribosomal protein S4, chloroplastic	rps4	Lotus japonicus (Lotus corniculatus var. japonicus)	201
Q9BBQ1	RR8_LOTJA	reviewed	30S ribosomal protein S8, chloroplastic	rps8	Lotus japonicus (Lotus corniculatus var. japonicus)	134
Q9BBQ4	RPOA_LOTJA	reviewed	DNA-directed RNA polymerase subunit alpha (PEP) (EC 2.7.7.6) (Plastid-encoded RNA polymerase subunit alpha) (RNA polymerase subunit alpha)	rpoA	Lotus japonicus (Lotus corniculatus var. japonicus)	333
Q9BBN7	RR15_LOTJA	reviewed	30S ribosomal protein S15, chloroplastic	rps15	Lotus japonicus (Lotus corniculatus var. japonicus)	90
Q9BBR1	RR18_LOTJA	reviewed	30S ribosomal protein S18, chloroplastic	rps18	Lotus japonicus (Lotus corniculatus var. japonicus)	104
Q9BBS6	RR2_LOTJA	reviewed	30S ribosomal protein S2, chloroplastic	rps2	Lotus japonicus (Lotus corniculatus var. japonicus)	236
Q9BBN6	TI214_LOTJA	reviewed	Protein TIC 214 (Translocon at the inner envelope membrane of chloroplasts 214) (AtTIC214)	TIC214 ycf1	Lotus japonicus (Lotus corniculatus var. japonicus)	1793
Q672F7	TPS2_LOTJA	reviewed	Tricyclene synthase EBOS, chloroplastic (EC 4.2.3.105) ((E)-beta-ocimene synthase) (LjEBOS) (LjEbetaOS) (EC 4.2.3.106) (Terpenoid synthase 2) (LjTPS2)	EBOS	Lotus japonicus (Lotus corniculatus var. japonicus)	595
Q9BBR9	YCF4_LOTJA	reviewed	Photosystem I assembly protein Ycf4	ycf4	Lotus japonicus (Lotus corniculatus var. japonicus)	200
Q9B1K6	YCF2_LOTJA	reviewed	Protein Ycf2	ycf2-A; ycf2-B	Lotus japonicus (Lotus corniculatus var. japonicus)	2298
Q9BBT4	YCF3_LOTJA	reviewed	Photosystem I assembly protein Ycf3	ycf3	Lotus japonicus (Lotus corniculatus var. japonicus)	168
A0A024FB65	A0A024FB65_LOTJA	unreviewed	GIGANTEA (Fragment)	GI	Lotus japonicus (Lotus corniculatus var. japonicus)	976
I3T675	I3T675_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	204
I3SC32	I3SC32_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	118
Q6W2J5	Q6W2J5_LOTJA	unreviewed	Uncharacterized protein (VDAC1.1)		Lotus japonicus (Lotus corniculatus var. japonicus)	276
I3T1P8	I3T1P8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	204
I3RZG8	I3RZG8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	167
I3SID6	I3SID6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	165
I3SWJ0	I3SWJ0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	56
I3T346	I3T346_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	177
I3S9F1	I3S9F1_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	90
I3S3V0	I3S3V0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	70
I3T3P0	I3T3P0_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	107
I3SKX4	I3SKX4_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	106
A0A0A0RDI2	A0A0A0RDI2_LOTJA	unreviewed	DNA-directed RNA polymerase subunit (EC 2.7.7.6) (Fragment)	rpoC1	Lotus japonicus (Lotus corniculatus var. japonicus)	170
I3S8T0	I3S8T0_LOTJA	unreviewed	Plastocyanin		Lotus japonicus (Lotus corniculatus var. japonicus)	167
Q53D71	Q53D71_LOTJA	unreviewed	Superoxide dismutase (EC 1.15.1.1)	sodB	Lotus japonicus (Lotus corniculatus var. japonicus)	250
I3SBY2	I3SBY2_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	71
I3SBZ3	I3SBZ3_LOTJA	unreviewed	50S ribosomal protein L35		Lotus japonicus (Lotus corniculatus var. japonicus)	148
Q70I38	Q70I38_LOTJA	unreviewed	CM0216.460.nc protein	CM0216.460.nc	Lotus japonicus (Lotus corniculatus var. japonicus)	246
I3T9E5	I3T9E5_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	151
Q6XPU3	Q6XPU3_LOTJA	unreviewed	Glutathione synthetase (GSH-S) (EC 6.3.2.3)		Lotus japonicus (Lotus corniculatus var. japonicus)	545
G9JLU2	G9JLU2_LOTJA	unreviewed	Ribosomal protein S14	rps14 LojaMp010 LojaMp026	Lotus japonicus (Lotus corniculatus var. japonicus)	100
I3SV42	I3SV42_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	165
Q40201	Q40201_LOTJA	unreviewed	RAB1A (Uncharacterized protein)	rab1A	Lotus japonicus (Lotus corniculatus var. japonicus)	201
I3STG7	I3STG7_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	135
I3T265	I3T265_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	124
I3SA64	I3SA64_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	157
I3SHI6	I3SHI6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	92
I3T359	I3T359_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	113
I3S3N8	I3S3N8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	110
I3SLM8	I3SLM8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	173
G9JLU3	G9JLU3_LOTJA	unreviewed	Ribosomal protein L5	rpl5 LojaMp011 LojaMp027	Lotus japonicus (Lotus corniculatus var. japonicus)	185
I3TAB6	I3TAB6_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	187
I3S340	I3S340_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	123
I3SHR8	I3SHR8_LOTJA	unreviewed	Uncharacterized protein		Lotus japonicus (Lotus corniculatus var. japonicus)	139
