"Q9BBR6"	"PSBF"	"Cytochrome b559 subunit beta "
"P60135"	"PSBL"	"Photosystem II reaction center protein L "
"P68859"	"PSBN"	"Protein PsbN"
"P54765"	"RAN1A"	"GTP-binding nuclear protein Ran1A "
"Q40191"	"RAB11A"	"Ras-related protein Rab11A"
"O04369"	"RAC1"	"Rac-like GTP-binding protein RAC1"
"Q9BBU1"	"RBCL"	"Ribulose bisphosphate carboxylase large chain "
"Q40220"	"RAC2"	"Rac-like GTP-binding protein RAC2"
"P54766"	"RAN1B"	"GTP-binding nuclear protein Ran1B "
"Q40194"	"RAB11D"	"Ras-related protein Rab11D"
"Q40193"	"RAB11C"	"Ras-related protein Rab11C"
"Q40195"	"RAB11E"	"Ras-related protein Rab11E"
"Q9BBP9"	"RPL16"	"50S ribosomal protein L16, chloroplastic"
"Q9BBQ2"	"RPL36"	"50S ribosomal protein L36, chloroplastic"
"Q9BBR2"	"RPL33"	"50S ribosomal protein L33, chloroplastic"
"Q9B1H9"	"RPL2-A;_RPL2-B"	"50S ribosomal protein L2, chloroplastic"
"Q9BBP5"	"RPL32"	"50S ribosomal protein L32, chloroplastic"
"Q9BBR0"	"RPL20"	"50S ribosomal protein L20, chloroplastic"
"Q9B1K8"	"RPL23-A;_RPL23-B"	"50S ribosomal protein L23, chloroplastic"
"Q9BBQ0"	"RPL14"	"50S ribosomal protein L14, chloroplastic"
"Q9BBS9"	"RPOB"	"DNA-directed RNA polymerase subunit beta "
"Q9BBS8"	"RPOC1"	"DNA-directed RNA polymerase subunit beta' "
"Q9BBP8"	"RPS3"	"30S ribosomal protein S3, chloroplastic"
"Q9B1A1"	"RPS7-A;_RPS7-B"	"30S ribosomal protein S7, chloroplastic"
"Q9BBQ3"	"RPS11"	"30S ribosomal protein S11, chloroplastic"
"Q9B133"	"RPS12-A;_RPS12-B"	"30S ribosomal protein S12, chloroplastic"
"Q9BBS7"	"RPOC2"	"DNA-directed RNA polymerase subunit beta'' "
"Q9BBP7"	"RPS19"	"30S ribosomal protein S19, chloroplastic"
"Q9BBT3"	"RPS14"	"30S ribosomal protein S14, chloroplastic"
"P58125"	"RPS16"	"30S ribosomal protein S16, chloroplastic"
"Q9BBT5"	"RPS4"	"30S ribosomal protein S4, chloroplastic"
"Q9BBQ1"	"RPS8"	"30S ribosomal protein S8, chloroplastic"
"Q9BBQ4"	"RPOA"	"DNA-directed RNA polymerase subunit alpha "
"Q9BBN7"	"RPS15"	"30S ribosomal protein S15, chloroplastic"
"Q9BBR1"	"RPS18"	"30S ribosomal protein S18, chloroplastic"
"Q9BBS6"	"RPS2"	"30S ribosomal protein S2, chloroplastic"
"Q9BBN6"	"TIC214_YCF1"	"Protein TIC 214 "
"Q672F7"	"EBOS"	"Tricyclene synthase EBOS, chloroplastic "
"Q9BBR9"	"YCF4"	"Photosystem I assembly protein Ycf4"
"Q9B1K6"	"YCF2-A;_YCF2-B"	"Protein Ycf2"
"Q9BBT4"	"YCF3"	"Photosystem I assembly protein Ycf3"
"A0A024FB65"	"GI"	"GIGANTEA "
"I3T675"	"I3T675"	""
"I3SC32"	"I3SC32"	""
"Q6W2J5"	"Q6W2J5"	"Uncharacterized protein "
"I3T1P8"	"I3T1P8"	""
"I3RZG8"	"I3RZG8"	""
"I3SID6"	"I3SID6"	""
"I3SWJ0"	"I3SWJ0"	""
"I3T346"	"I3T346"	""
"I3S9F1"	"I3S9F1"	""
"I3S3V0"	"I3S3V0"	""
"I3T3P0"	"I3T3P0"	""
"I3SKX4"	"I3SKX4"	""
"A0A0A0RDI2"	"RPOC1"	"DNA-directed RNA polymerase subunit "
"I3S8T0"	"I3S8T0"	"Plastocyanin"
"Q53D71"	"SODB"	"Superoxide dismutase "
"I3SBY2"	"I3SBY2"	""
"I3SBZ3"	"I3SBZ3"	"50S ribosomal protein L35"
"Q70I38"	"CM0216.460.NC"	"CM0216.460.nc protein"
"I3T9E5"	"I3T9E5"	""
"Q6XPU3"	"Q6XPU3"	"Glutathione synthetase "
"G9JLU2"	"RPS14_LOJAMP010_LOJAMP026"	"Ribosomal protein S14"
"I3SV42"	"I3SV42"	""
"Q40201"	"RAB1A"	"RAB1A "
"I3STG7"	"I3STG7"	""
"I3T265"	"I3T265"	""
"I3SA64"	"I3SA64"	""
"I3SHI6"	"I3SHI6"	""
"I3T359"	"I3T359"	""
"I3S3N8"	"I3S3N8"	""
"I3SLM8"	"I3SLM8"	""
"G9JLU3"	"RPL5_LOJAMP011_LOJAMP027"	"Ribosomal protein L5"
"I3TAB6"	"I3TAB6"	""
"I3S340"	"I3S340"	""
"I3SHR8"	"I3SHR8"	""
"D2KTV2"	"HPP"	"HPP domain containing protein "
"I3SAC7"	"I3SAC7"	""
"Q84UE8"	"PFO"	"Proliferating floral organs protein "
"I3TAB9"	"I3TAB9"	""
"I3S993"	"I3S993"	""
"H1ZNA3"	"BBR/BPC3"	"GAGA-binding transcriptional activator "
"I3S402"	"I3S402"	""
"I3SY30"	"I3SY30"	""
"I3SLH0"	"I3SLH0"	""
"I3S6M8"	"I3S6M8"	""
"I3S2Z6"	"I3S2Z6"	""
"I3SVC6"	"I3SVC6"	""
"X5I286"	"E1"	"E1 protein"
"I3S5B2"	"I3S5B2"	""
"O04360"	"LJNOD16"	"Late nodulin Nlj16 "
"I3SZP5"	"I3SZP5"	""
"I3TAL6"	"I3TAL6"	""
"H1ZNA1"	"BBR/BPC2"	"GAGA-binding transcriptional activator "
"I3SDF5"	"I3SDF5"	""
"I3SXB2"	"I3SXB2"	""
"I3T0W4"	"I3T0W4"	"40S ribosomal protein S24"
"I3SRY8"	"I3SRY8"	""
"I3SAR1"	"I3SAR1"	""
"I3T8A1"	"I3T8A1"	""
"I3SG51"	"I3SG51"	""
"A8WHB5"	"NFR1B_LYS2"	"LysM receptor kinase 1b "
"I3S8R8"	"I3S8R8"	"Ribulose bisphosphate carboxylase small chain "
"A3KBV8"	"IGN1"	"IGN1"
"A7DX10"	"PIN2"	"Parvulin-type peptidyl-prolyl cis/trans isomerase "
"I3SJA2"	"I3SJA2"	""
"I3SP54"	"I3SP54"	""
"I3SZQ1"	"I3SZQ1"	""
"I3S8C4"	"I3S8C4"	""
"I3SM14"	"I3SM14"	""
"I3STY3"	"I3STY3"	""
"G9JLT2"	"NAD4L_LOJAMP014"	"NADH dehydrogenase subunit 4L "
"I3S3J9"	"I3S3J9"	""
"Q6XXZ2"	"Q6XXZ2"	"Gamma-glutamylcysteine synthetase"
"I3SC62"	"I3SC62"	""
"I3S7K1"	"I3S7K1"	""
"I3SU67"	"I3SU67"	""
"Q1T6Z6"	"LJPT2"	"Phosphate transporter"
"I3S1X0"	"I3S1X0"	""
"I3SL85"	"I3SL85"	""
"Q75QC2"	"LJGLURP1"	"Glutamate-rich protein "
"I3SJX4"	"I3SJX4"	""
"I3S3Z8"	"I3S3Z8"	""
"I3SI08"	"I3SI08"	""
"Q93VA1"	"SBP"	"Selenium binding protein"
"A8WHB6"	"NFR1C_LYS1"	"LysM receptor kinase 1c "
"I3SXN2"	"I3SXN2"	""
"I3S9M2"	"I3S9M2"	""
"H1ZN99"	"BBR/BPC1"	"GAGA-binding transcriptional activator"
"I3T6F9"	"I3T6F9"	""
"I3SQZ4"	"I3SQZ4"	"Small ubiquitin-related modifier "
"N0DN12"	"PHYA"	"Phytochrome"
"C0JP27"	"C0JP27"	"Putative basic helix-loop-helix protein BHLH5 "
"I3SDB0"	"I3SDB0"	""
"I3SZN1"	"I3SZN1"	""
"I3SBV7"	"I3SBV7"	""
"I3S5Z3"	"I3S5Z3"	""
"X5IE29"	"E1"	"E1 protein"
"I3S578"	"I3S578"	""
"I3SM84"	"I3SM84"	""
"I3SIK5"	"I3SIK5"	""
"A0A0A0RBA7"	"PSBA"	"PsbA "
"I3SKV2"	"I3SKV2"	""
"I3SPI3"	"I3SPI3"	""
"I3SLM5"	"I3SLM5"	"Adenylyl-sulfate kinase "
"I3S3Y9"	"I3S3Y9"	"Peptidyl-prolyl cis-trans isomerase"
"I3T7Y7"	"I3T7Y7"	""
"X5I2V1"	"E1"	"E1 protein"
"Q3C1F5"	"LJLB3"	"Leghemoglobin "
"B7ZGK3"	"PIR"	"121F-specific p53 inducible RNA"
"Q40221"	"Q40221"	"Protein containing C-terminal RING-finger "
"Q8GS56"	"LJPEPC-PK"	"Phosphoenolpyruvate carboxylase kinase"
"I3SAP8"	"I3SAP8"	""
"I3SEE4"	"I3SEE4"	""
"I3S3T7"	"I3S3T7"	""
"I3S267"	"I3S267"	""
"Q705X1"	"CPP1"	"Cysteine-rich polycomb-like protein"
"I3SA20"	"I3SA20"	""
"I3SKL6"	"I3SKL6"	""
"Q9FRY6"	"LJUR"	"Uricase "
"Q70KR8"	"NFR1"	"Nod-facor receptor 1a "
"I3S1G9"	"I3S1G9"	""
"Q2UY13"	"NUP133"	"Nucleoporin"
"Q53D73"	"SODB"	"Fe-superoxide dismutase 1 "
"I3TAR4"	"I3TAR4"	""
"I3S498"	"I3S498"	"Ubiquitin-fold modifier-conjugating enzyme 1"
"D7UPM9"	"SEC13-LIKE_1"	"SEC13 family protein "
"I3S6G7"	"I3S6G7"	""
"O22306"	"LJNOD21"	"Nlj21 "
"I3T5S1"	"I3T5S1"	""
"Q9SCA1"	"CBP1"	"Calcium-binding protein "
"B5U9V7"	"B5U9V7"	"Putative uncharacterized protein"
"I3SN12"	"I3SN12"	""
"I3SZ76"	"I3SZ76"	""
"I3SY06"	"I3SY06"	""
"B3IX43"	"BZIP-M43"	"Transcription factor bZIP "
"C0JP10"	"C0JP10"	"Putative basic helix-loop-helix protein BHLH2 "
"I3SC56"	"I3SC56"	""
"I3SQ90"	"I3SQ90"	""
"I3T9M8"	"I3T9M8"	""
"I3S9N8"	"I3S9N8"	""
"Q8GRY7"	"ASTRAY"	"BZIP with a Ring-finger motif"
"I3SMQ4"	"I3SMQ4"	""
"I3RZW9"	"I3RZW9"	""
"I3SHS0"	"I3SHS0"	""
"B0BL92"	"CM0216.450.NC"	"CM0216.450.nc protein "
"I3S4C1"	"I3S4C1"	""
"I3S858"	"I3S858"	""
"I3SU60"	"I3SU60"	""
"I3SEW9"	"I3SEW9"	""
"I3SLC8"	"I3SLC8"	""
"I3T6T6"	"I3T6T6"	""
"I3S5F2"	"I3S5F2"	""
"N0DKN7"	"CRY2"	"Cryptochrome 2 "
"Q533S5"	"Q533S5"	"MADS box protein PIa "
"B0BLJ6"	"CM0545.540.NC"	"CM0545.540.nc protein "
"A0A0A0RB75"	"RPOB"	"RpoB "
"Q70I34"	"CM0216.520.NC"	"CM0216.520.nc protein"
"I3S623"	"I3S623"	""
"I3T2P3"	"I3T2P3"	""
"Q70KR7"	"NFR1"	"Nod-facor receptor 1b "
"D3KU00"	"LYS13"	"LysM type receptor kinase"
"I3SEH5"	"I3SEH5"	""
"Q56VR6"	"SODCC"	"Superoxide dismutase [Cu-Zn] "
"A7DX09"	"PIN1"	"Peptidylprolyl isomerase "
"I3S5S1"	"I3S5S1"	""
"Q3C1F4"	"LJHB1"	"Nonsymbiotic hemoglobin "
"I3SAY2"	"I3SAY2"	""
"I3S6I1"	"I3S6I1"	""
"I3SNK1"	"I3SNK1"	""
"Q40209"	"RAB5A"	"RAB5A "
"I3SDM6"	"I3SDM6"	""
"I3SVC3"	"I3SVC3"	""
"I3SLG5"	"I3SLG5"	""
"I3T175"	"I3T175"	"V-type proton ATPase subunit F"
"M5BEA7"	"MYB_MYB"	"MYB-like transcription factor"
"Q3C1F6"	"LJLB2"	"Leghemoglobin "
"I3T371"	"I3T371"	""
"W8E7A2"	"CHC2"	"Clathrin heavy chain"
"D3KTZ8"	"LYS11"	"LysM type receptor kinase"
"I3SEG8"	"I3SEG8"	""
"Q70I29"	"CM0216.580.NC"	"Serine/threonine-protein kinase "
"I3RZY5"	"PSK5"	"Phytosulfokine-alpha 5 "
"I3S146"	"I3S146"	""
"I3SG81"	"I3SG81"	""
"I3SM12"	"I3SM12"	""
"I3T7T4"	"I3T7T4"	""
"N0DKL4"	"PHYA"	"Phytochrome"
"G9JLU6"	"COX3_LOJAMP031"	"Cytochrome c oxidase subunit 3"
"I3SLN5"	"I3SLN5"	""
"I3T7B7"	"I3T7B7"	""
"I3STR8"	"I3STR8"	""
"I3T9W2"	"I3T9W2"	""
"I3T1G5"	"I3T1G5"	""
"I3SB95"	"I3SB95"	""
"B3IX42"	"MADS-A18"	"Transcription factor MADS box "
"H2DL22"	"NPL"	"Pectate lyase "
"I3T9Y4"	"I3T9Y4"	""
"I3SXX9"	"I3SXX9"	""
"X5HZH5"	"E1_LJE1"	"E1 protein"
"I3SY55"	"I3SY55"	"Phosphoglycerate kinase "
"I3S019"	"I3S019"	""
"I3SGT5"	"I3SGT5"	""
"I3SVY2"	"I3SVY2"	""
"I3SXY7"	"I3SXY7"	""
"I3SLW6"	"I3SLW6"	""
"Q40210"	"RAB5B"	"RAB5B "
"I3SJI7"	"I3SJI7"	""
"Q3C1F3"	"LJHB2"	"Nonsymbiotic hemoglobin "
"I3STG3"	"PSK1"	"Phytosulfokine-alpha 1 "
"Q2PEG7"	"TINOD_NSP2"	"Nodulation signaling pathway 2 "
"N0DLK1"	"PHYB"	"Phytochrome B "
"Q75QC1"	"LJGLURP2"	"Glutamate-rich protein "
"N0DN22"	"PHYE"	"Phytochrome E "
"I3S326"	"I3S326"	""
"I3S6Y0"	"I3S6Y0"	""
"B5U9V8"	"B5U9V8"	"Putative uncharacterized protein"
"I3T064"	"I3T064"	""
"I3T169"	"I3T169"	""
"K4EQG1"	"K4EQG1"	"Nod-factor receptor 5"
"I3T5Q5"	"I3T5Q5"	""
"B3IX39"	"NAM-A43"	"Transcription factor NAC "
"I3T2V1"	"I3T2V1"	""
"Q9S7B1"	"NIN"	"Nodule inception protein"
"I3S3M4"	"I3S3M4"	""
"N0DK27"	"PHYE"	"Phytochrome E "
"I3S6S3"	"I3S6S3"	""
"I3S1W2"	"I3S1W2"	""
"Q1W5W3"	"IPT3"	"Adenylate isopentenyltransferase "
"W8E295"	"CLC2"	"Clathrin light chain 2"
"W8E3Q4"	"CLC1"	"Clathrin light chain 1"
"I3S847"	"I3S847"	""
"I3SX59"	"I3SX59"	""
"I3SDB5"	"I3SDB5"	"Profilin"
"I3SL61"	"I3SL61"	""
"B0BLA7"	"CM0545.370.NC"	"CM0545.370.nc protein "
"D2KTW0"	"CPRD49"	"GDSL-motif lipase/hydrolase family protein "
"I3SD67"	"I3SD67"	"Ubiquitin-related modifier 1 homolog"
"Q70KR1"	"NFR5"	"Nod-factor receptor 5"
"I3SBX1"	"I3SBX1"	""
"I3SZ47"	"I3SZ47"	""
"G9JLU4"	"CCMFN_LOJAMP012_LOJAMP028"	"Cytochrome c biogenesis FN"
"A0PEY0"	"HK1_HK1"	"Cytokinin receptor 1 "
"I3SU75"	"I3SU75"	"Histone H4"
"K0BV36"	"SIE3"	"SIE3 "
"Q1T6Z7"	"LJPT1"	"Phosphate transporter"
"I3SGI7"	"I3SGI7"	""
"D3KU02"	"LYS15"	"LysM type receptor kinase"
"I3S8Z1"	"I3S8Z1"	""
"Q93XE5"	"Q93XE5"	"Glutathione synthetase "
"A0PG70"	"CAT1"	"Catalase "
"B4Y5J8"	"B4Y5J8"	"Kinase-associated protein phosphatase"
"I3S3F4"	"I3S3F4"	""
"I3SJE5"	"I3SJE5"	"Ribosomal protein L19"
"Q533R8"	"Q533R8"	"MADS box protein AGL11 "
"I3S5E9"	"I3S5E9"	""
"Q8GRU6"	"HAR1_CM0216.560.NC_HAR1"	"CM0216.560.nc protein "
"I3T8Q2"	"I3T8Q2"	""
"I3SYX4"	"I3SYX4"	""
"I3T0F5"	"I3T0F5"	""
"I3TAC9"	"I3TAC9"	""
"I3SAL2"	"I3SAL2"	""
"I3T5J9"	"I3T5J9"	""
"I3T011"	"I3T011"	""
"I3SDX2"	"I3SDX2"	""
"I3T0J2"	"I3T0J2"	""
"I3S8Z8"	"I3S8Z8"	""
"I3S827"	"I3S827"	""
"D7UPI5"	"LJTAN1"	"BHLH transcription factor LjTAN1"
"I3SL94"	"I3SL94"	""
"I3SID3"	"I3SID3"	""
"I3SC36"	"I3SC36"	""
"I3SH05"	"I3SH05"	""
"I3S3F8"	"I3S3F8"	""
"I3SSN7"	"I3SSN7"	""
"Q84PE1"	"AMY2"	"Terpene cyclase/mutase family member "
"I3T8J9"	"I3T8J9"	""
"I3T8W1"	"I3T8W1"	""
"I3T078"	"I3T078"	""
"I3SNI9"	"I3SNI9"	""
"I3SPF3"	"I3SPF3"	""
"I3SW86"	"I3SW86"	""
"I3SMI0"	"I3SMI0"	""
"I3T7P7"	"I3T7P7"	""
"I3SFA8"	"I3SFA8"	""
"I3SG12"	"I3SG12"	""
"I3SYQ6"	"I3SYQ6"	""
"I3SDV5"	"I3SDV5"	""
"I3S258"	"I3S258"	""
"I3SEZ2"	"I3SEZ2"	""
"I3T4J2"	"I3T4J2"	""
"I3SK84"	"I3SK84"	""
"I3S7K5"	"I3S7K5"	""
"Q1ERD4"	"OSC6"	"Terpene cyclase/mutase family member "
"I3SXT0"	"I3SXT0"	""
"I3SN35"	"I3SN35"	""
"I3SXT4"	"I3SXT4"	""
"I3SJ08"	"I3SJ08"	""
"I3SSU7"	"I3SSU7"	""
"I3SRQ3"	"I3SRQ3"	""
"I3S0I8"	"I3S0I8"	"Peptidyl-prolyl cis-trans isomerase "
"Q40208"	"RAB2A"	"RAB2A"
"I3T6Q1"	"I3T6Q1"	""
"I3S2B5"	"I3S2B5"	""
"I3SA09"	"I3SA09"	""
"I3S392"	"I3S392"	"Beta-amylase "
"I3SFU5"	"I3SFU5"	"4-hydroxy-4-methyl-2-oxoglutarate aldolase "
"I3SCI8"	"I3SCI8"	""
"I3S2N7"	"I3S2N7"	""
"I3T9U8"	"I3T9U8"	""
"I3T3W6"	"I3T3W6"	""
"I3SMI4"	"I3SMI4"	""
"D3KTZ1"	"LYS2"	"LysM type receptor kinase"
"I3SM01"	"I3SM01"	""
"I3T2D9"	"I3T2D9"	"Chalcone-flavonone isomerase family protein"
"I3SJT9"	"I3SJT9"	""
"I3SXV3"	"I3SXV3"	""
"I3SY56"	"I3SY56"	"CASP-like protein"
"I3SYU3"	"I3SYU3"	""
"I3S0U7"	"I3S0U7"	""
"I3S2A6"	"I3S2A6"	""
"I3S2W3"	"I3S2W3"	""
"I3S649"	"I3S649"	""
"I3SA43"	"I3SA43"	""
"I3SFD8"	"I3SFD8"	""
"I3SIA2"	"I3SIA2"	""
"I3SKY4"	"I3SKY4"	""
"I3SM31"	"I3SM31"	""
"I3SMD8"	"I3SMD8"	""
"I3SQI2"	"I3SQI2"	""
"I3SS16"	"I3SS16"	""
"I3SU62"	"I3SU62"	""
"I3T2L2"	"I3T2L2"	""
"I3T3A9"	"I3T3A9"	""
"I3T4Q4"	"I3T4Q4"	""
"I3TA08"	"I3TA08"	""
"I3SAC3"	"I3SAC3"	""
"I3SIV9"	"I3SIV9"	""
"I3SJX8"	"I3SJX8"	"Aldose 1-epimerase "
"I3SXE0"	"I3SXE0"	""
"I3T083"	"I3T083"	""
"I3T6Y7"	"I3T6Y7"	""
"I3T855"	"I3T855"	""
"I3S103"	"I3S103"	""
"I3S4V5"	"I3S4V5"	""
"I3S6F7"	"I3S6F7"	""
"I3S9D3"	"I3S9D3"	""
"I3SAJ9"	"I3SAJ9"	""
"I3SAN0"	"I3SAN0"	"Rhomboid-like protein "
"I3SDI1"	"I3SDI1"	""
"I3SFB9"	"I3SFB9"	""
"I3SL12"	"I3SL12"	""
"I3SQ98"	"I3SQ98"	""
"I3SU91"	"I3SU91"	""
"I3SU98"	"I3SU98"	"Cytochrome b559 subunit alpha "
"I3SZV5"	"I3SZV5"	""
"I3T2I6"	"I3T2I6"	""
"I3T5R5"	"I3T5R5"	""
"I3S3I3"	"I3S3I3"	""
"I3S630"	"I3S630"	""
"I3SDS9"	"I3SDS9"	""
"I3SIG1"	"I3SIG1"	""
"I3SJV1"	"I3SJV1"	""
"I3SVJ9"	"I3SVJ9"	""
"I3S0U8"	"I3S0U8"	""
"I3RZR0"	"I3RZR0"	""
"I3S481"	"I3S481"	""
"I3SAV6"	"I3SAV6"	""
"I3SBQ5"	"I3SBQ5"	"Obg-like ATPase 1"
"I3SFP3"	"I3SFP3"	""
"I3SLY3"	"I3SLY3"	"Serine/threonine-protein phosphatase "
"I3SP14"	"I3SP14"	""
"I3SQ27"	"I3SQ27"	""
"I3SSD2"	"I3SSD2"	""
"I3SX75"	"I3SX75"	""
"I3SXG5"	"I3SXG5"	""
"I3SZR1"	"I3SZR1"	""
"I3T3K2"	"I3T3K2"	""
"I3T5X0"	"I3T5X0"	""
"I3TAF9"	"I3TAF9"	"Serine/threonine-protein phosphatase "
"I3S803"	"I3S803"	""
"I3SAA5"	"I3SAA5"	""
"I3SFT1"	"I3SFT1"	""
"I3SHE9"	"I3SHE9"	""
"I3SHY1"	"I3SHY1"	"Non-specific lipid-transfer protein"
"I3SMK2"	"I3SMK2"	""
"I3SQC8"	"I3SQC8"	""
"I3SX56"	"I3SX56"	""
"I3T0B8"	"I3T0B8"	""
"I3S995"	"I3S995"	""
"I3SB88"	"I3SB88"	""
"I3SEP7"	"I3SEP7"	""
"I3SGU0"	"I3SGU0"	""
"I3SJI3"	"I3SJI3"	""
"I3SZQ8"	"I3SZQ8"	""
"I3T4X6"	"I3T4X6"	""
"I3T6V2"	"I3T6V2"	""
"I3S6I5"	"I3S6I5"	""
"I3S050"	"I3S050"	""
"I3S2B9"	"I3S2B9"	""
"I3S4G6"	"I3S4G6"	""
"I3S5C2"	"I3S5C2"	""
"I3S9V8"	"I3S9V8"	""
"I3SAG6"	"I3SAG6"	""
"I3SDH6"	"I3SDH6"	""
"I3SF89"	"I3SF89"	""
"I3SHG5"	"I3SHG5"	""
"I3SIQ2"	"I3SIQ2"	""
"I3SMU8"	"I3SMU8"	""
"I3SUH1"	"I3SUH1"	""
"I3SVN7"	"I3SVN7"	""
"I3SW69"	"I3SW69"	""
"I3T009"	"I3T009"	""
"I3T361"	"I3T361"	""
"I3T4V4"	"I3T4V4"	""
"I3T4D5"	"I3T4D5"	""
"I3T8X8"	"I3T8X8"	""
"I3S0S7"	"I3S0S7"	""
"I3SRA8"	"I3SRA8"	""
"I3SWP1"	"I3SWP1"	""
"I3SYT9"	"I3SYT9"	"Patatin "
"I3T301"	"I3T301"	""
"I3T5W5"	"I3T5W5"	""
